KREG,category,year,value
9576000,ALLGFA,2010,1858.9655172414
8127000,ALLGFA,2010,2337.6426332288
6634000,ALLGFA,2010,1955.0080862534
7137000,ALLGFA,2010,1770.492631579
7232000,ALLGFA,2010,2015.8105263158
8237000,ALLGFA,2010,1745.7575757576
9575000,ALLGFA,2010,2191.4157303371
1060000,ALLGFA,2010,1856.012793177
3453000,ALLGFA,2010,2325.401459854
12060000,ALLGFA,2010,2091.7818181818
7134000,ALLGFA,2010,2421.2647058824
12063000,ALLGFA,2010,2101.9243986254
3256000,ALLGFA,2010,2057.4576271187
12065000,ALLGFA,2010,2006.9725685786
3357000,ALLGFA,2010,2046.4605678234
9676000,ALLGFA,2010,1843.4820143885
9373000,ALLGFA,2010,2263.3214285714
12061000,ALLGFA,2010,2013.9371069182
1053000,ALLGFA,2010,1936.8769389866
8125000,ALLGFA,2010,1973.5450381679
15083000,ALLGFA,2010,2305.2368421053
9677000,ALLGFA,2010,2211.3739130435
9177000,ALLGFA,2010,1994.8976377953
8236000,ALLGFA,2010,2098.202739726
9273000,ALLGFA,2010,2115.7196261682
5762000,ALLGFA,2010,2084.7625899281
7235000,ALLGFA,2010,2006.9577464789
16070000,ALLGFA,2010,2202.7
8126000,ALLGFA,2010,2382.2222222222
9176000,ALLGFA,2010,2267.5792682789
1057000,ALLGFA,2010,2251.5398230089
7334000,ALLGFA,2010,1942.09375
3352000,ALLGFA,2010,2257.7207977208
16068000,ALLGFA,2010,2104.2352941177
7135000,ALLGFA,2010,2241.7543859649
3151000,ALLGFA,2010,2494.3795620438
